region,municipality,students,year,metadata,city
სამეგრელო–ზემო სვანეთი,ხობი,3578,2018,,მუნიციპალიტეტები
სამცხე–ჯავახეთი,ადიგენი,2157,2018,,პატარა ქალაქები
სამცხე–ჯავახეთი,ასპინძა,1528,2018,,პატარა ქალაქები
სამცხე–ჯავახეთი,ახალქალაქი,7154,2018,,მაღალმთიანი
სამცხე–ჯავახეთი,ახალციხე,6318,2018,,მუნიციპალიტეტები
სამცხე–ჯავახეთი,ბორჯომი,3559,2018,,მუნიციპალიტეტები
სამცხე–ჯავახეთი,ნინოწმინდა,3816,2018,,მაღალმთიანი
ქვემო ქართლი,რუსთავი,21906,2018,,დიდი ქალაქები
ქვემო ქართლი,ბოლნისი,7816,2018,,მუნიციპალიტეტები
ქვემო ქართლი,გარდაბნი,12840,2018,,დიდი ქალაქები
ქვემო ქართლი,დმანისი,2894,2018,,პატარა ქალაქები
ქვემო ქართლი,თეთრი წყარო,2914,2018,,პატარა ქალაქები
ქვემო ქართლი,მარნეული,18347,2018,,დიდი ქალაქები
ქვემო ქართლი,წალკა,2889,2018,,პატარა ქალაქები
შიდა ქართლი,გორი,18806,2018,,დიდი ქალაქები
შიდა ქართლი,კასპი,5382,2018,,მუნიციპალიტეტები
შიდა ქართლი,ქარელი,5764,2018,,მუნიციპალიტეტები
შიდა ქართლი,ხაშური,7847,2018,,10 ქალაქები
შიდა ქართლი,ერედვი,,2018,,პატარა ქალაქები
შიდა ქართლი,თიღვა,,2018,,პატარა ქალაქები
შიდა ქართლი,ქურთა,,2018,,პატარა ქალაქები
თბილისი,თბილისი,205829,2019,,დედაქალაქი
აფხაზეთის არ,აფხაზეთი,2337,2019,,აფხაზეთი
აჭარის არ,ბათუმი,32962,2019,,დიდი ქალაქები
აჭარის არ,ქედა,2107,2019,,მაღალმთიანი
აჭარის არ,ქობულეთი,11481,2019,,10 ქალაქები
აჭარის არ,შუახევი,1701,2019,,მაღალმთიანი
აჭარის არ,ხელვაჩაური,7643,2019,,10 ქალაქები
აჭარის არ,ხულო,3174,2019,,მაღალმთიანი
გურია,ლანჩხუთი,3636,2019,,მუნიციპალიტეტები
გურია,ოზურგეთი,8110,2019,,10 ქალაქები
გურია,ჩოხატაური,2419,2019,,პატარა ქალაქები
იმერეთი,ქუთაისი,30544,2019,,დიდი ქალაქები
იმერეთი,ტყიბული,2207,2019,,პატარა ქალაქები
იმერეთი,წყალტუბო,5449,2019,,მუნიციპალიტეტები
იმერეთი,ჭიათური,5142,2019,,მუნიციპალიტეტები
იმერეთი,ბაღდათი,2410,2019,,პატარა ქალაქები
იმერეთი,ვანი,2637,2019,,პატარა ქალაქები
იმერეთი,ზესტაფონი,8341,2019,,10 ქალაქები
იმერეთი,თერჯოლა,3620,2019,,მუნიციპალიტეტები
იმერეთი,სამტრედია,6442,2019,,მუნიციპალიტეტები
იმერეთი,საჩხერე,5116,2019,,მუნიციპალიტეტები
იმერეთი,ხარაგაული,2073,2019,,პატარა ქალაქები
იმერეთი,ხონი,2933,2019,,პატარა ქალაქები
კახეთი,ახმეტა,4504,2019,,მუნიციპალიტეტები
კახეთი,გურჯაანი,6775,2019,,მუნიციპალიტეტები
კახეთი,დედოფლისწყარო,2614,2019,,პატარა ქალაქები
კახეთი,თელავი,8197,2019,,10 ქალაქები
კახეთი,ლაგოდეხი,6091,2019,,მუნიციპალიტეტები
კახეთი,საგარეჯო,7841,2019,,მუნიციპალიტეტები
კახეთი,სიღნაღი,3433,2019,,მუნიციპალიტეტები
კახეთი,ყვარლი,3645,2019,,მუნიციპალიტეტები
მცხეთა–მთიანეთი,ახალგორი,,2019,,პატარა ქალაქები
მცხეთა–მთიანეთი,დუშეთი,3126,2019,,მაღალმთიანი
მცხეთა–მთიანეთი,თიანეთი,1053,2019,,პატარა ქალაქები
მცხეთა–მთიანეთი,მცხეთა,7337,2019,,მუნიციპალიტეტები
მცხეთა–მთიანეთი,ყაზბეგი,563,2019,,მაღალმთიანი
რაჭა-ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,1030,2019,,მაღალმთიანი
რაჭა-ლეჩხუმი და ქვემო სვანეთი,ლენტეხი,505,2019,,მაღალმთიანი
რაჭა-ლეჩხუმი და ქვემო სვანეთი,ონი,533,2019,,მაღალმთიანი
რაჭა-ლეჩხუმი და ქვემო სვანეთი,ცაგერი,860,2019,,მაღალმთიანი
სამეგრელო–ზემო სვანეთი,ფოთი,6278,2019,,მუნიციპალიტეტები
სამეგრელო–ზემო სვანეთი,აბაშა,2519,2019,,პატარა ქალაქები
სამეგრელო–ზემო სვანეთი,ზუგდიდი,14574,2019,,დიდი ქალაქები
სამეგრელო–ზემო სვანეთი,მარტვილი,4088,2019,,მუნიციპალიტეტები
სამეგრელო–ზემო სვანეთი,მესტია,1492,2019,,მაღალმთიანი
სამეგრელო–ზემო სვანეთი,სენაკი,5272,2019,,მუნიციპალიტეტები
სამეგრელო–ზემო სვანეთი,ჩხოროწყუ,2595,2019,,პატარა ქალაქები
სამეგრელო–ზემო სვანეთი,წალენჯიხა,3500,2019,,მუნიციპალიტეტები
სამეგრელო–ზემო სვანეთი,ხობი,3522,2019,,მუნიციპალიტეტები
სამცხე–ჯავახეთი,ადიგენი,2131,2019,,პატარა ქალაქები
სამცხე–ჯავახეთი,ასპინძა,1504,2019,,პატარა ქალაქები
სამცხე–ჯავახეთი,ახალქალაქი,7049,2019,,მაღალმთიანი
სამცხე–ჯავახეთი,ახალციხე,6325,2019,,მუნიციპალიტეტები
სამცხე–ჯავახეთი,ბორჯომი,3540,2019,,მუნიციპალიტეტები
სამცხე–ჯავახეთი,ნინოწმინდა,3875,2019,,მაღალმთიანი
ქვემო ქართლი,რუსთავი,22332,2019,,დიდი ქალაქები
ქვემო ქართლი,ბოლნისი,7944,2019,,მუნიციპალიტეტები
ქვემო ქართლი,გარდაბნი,12905,2019,,დიდი ქალაქები
ქვემო ქართლი,დმანისი,2800,2019,,პატარა ქალაქები
ქვემო ქართლი,თეთრი წყარო,2955,2019,,პატარა ქალაქები
ქვემო ქართლი,მარნეული,18729,2019,,დიდი ქალაქები
ქვემო ქართლი,წალკა,2762,2019,,პატარა ქალაქები
შიდა ქართლი,გორი,18710,2019,,დიდი ქალაქები
შიდა ქართლი,კასპი,5422,2019,,მუნიციპალიტეტები
შიდა ქართლი,ქარელი,5857,2019,,მუნიციპალიტეტები
შიდა ქართლი,ხაშური,7783,2019,,10 ქალაქები
შიდა ქართლი,ერედვი,,2019,,პატარა ქალაქები
შიდა ქართლი,თიღვა,,2019,,პატარა ქალაქები
შიდა ქართლი,ქურთა,,2019,,პატარა ქალაქები
თბილისი,თბილისი,212425,2020,,დედაქალაქი
აფხაზეთის არ,აფხაზეთი,2372,2020,,აფხაზეთი
აჭარის არ,ბათუმი,34651,2020,,დიდი ქალაქები
აჭარის არ,ქედა,2079,2020,,მაღალმთიანი
აჭარის არ,ქობულეთი,11898,2020,,10 ქალაქები
აჭარის არ,შუახევი,1663,2020,,მაღალმთიანი
აჭარის არ,ხელვაჩაური,7872,2020,,10 ქალაქები
აჭარის არ,ხულო,3110,2020,,მაღალმთიანი
გურია,ლანჩხუთი,3645,2020,,მუნიციპალიტეტები
გურია,ოზურგეთი,8294,2020,,10 ქალაქები
გურია,ჩოხატაური,2432,2020,,პატარა ქალაქები
იმერეთი,ქუთაისი,31564,2020,,დიდი ქალაქები
იმერეთი,ტყიბული,2258,2020,,პატარა ქალაქები
იმერეთი,წყალტუბო,5567,2020,,მუნიციპალიტეტები
იმერეთი,ჭიათური,5163,2020,,მუნიციპალიტეტები
იმერეთი,ბაღდათი,2491,2020,,პატარა ქალაქები
იმერეთი,ვანი,2670,2020,,პატარა ქალაქები
იმერეთი,ზესტაფონი,8485,2020,,10 ქალაქები
იმერეთი,თერჯოლა,3657,2020,,მუნიციპალიტეტები
იმერეთი,სამტრედია,6612,2020,,მუნიციპალიტეტები
იმერეთი,საჩხერე,5152,2020,,მუნიციპალიტეტები
იმერეთი,ხარაგაული,2083,2020,,პატარა ქალაქები
იმერეთი,ხონი,2980,2020,,პატარა ქალაქები
კახეთი,ახმეტა,4584,2020,,მუნიციპალიტეტები
კახეთი,გურჯაანი,6984,2020,,მუნიციპალიტეტები
კახეთი,დედოფლისწყარო,2646,2020,,პატარა ქალაქები
კახეთი,თელავი,8463,2020,,10 ქალაქები
კახეთი,ლაგოდეხი,6265,2020,,მუნიციპალიტეტები
კახეთი,საგარეჯო,8140,2020,,მუნიციპალიტეტები
კახეთი,სიღნაღი,3448,2020,,მუნიციპალიტეტები
კახეთი,ყვარლი,3813,2020,,მუნიციპალიტეტები
მცხეთა–მთიანეთი,ახალგორი,,2020,,პატარა ქალაქები
მცხეთა–მთიანეთი,დუშეთი,3204,2020,,მაღალმთიანი
მცხეთა–მთიანეთი,თიანეთი,1066,2020,,პატარა ქალაქები
მცხეთა–მთიანეთი,მცხეთა,7625,2020,,მუნიციპალიტეტები
მცხეთა–მთიანეთი,ყაზბეგი,596,2020,,მაღალმთიანი
რაჭა-ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,1039,2020,,მაღალმთიანი
რაჭა-ლეჩხუმი და ქვემო სვანეთი,ლენტეხი,498,2020,,მაღალმთიანი
რაჭა-ლეჩხუმი და ქვემო სვანეთი,ონი,542,2020,,მაღალმთიანი
რაჭა-ლეჩხუმი და ქვემო სვანეთი,ცაგერი,860,2020,,მაღალმთიანი
სამეგრელო–ზემო სვანეთი,ფოთი,6419,2020,,მუნიციპალიტეტები
სამეგრელო–ზემო სვანეთი,აბაშა,2513,2020,,პატარა ქალაქები
სამეგრელო–ზემო სვანეთი,ზუგდიდი,14885,2020,,დიდი ქალაქები
სამეგრელო–ზემო სვანეთი,მარტვილი,4088,2020,,მუნიციპალიტეტები
სამეგრელო–ზემო სვანეთი,მესტია,1568,2020,,მაღალმთიანი
სამეგრელო–ზემო სვანეთი,სენაკი,5372,2020,,მუნიციპალიტეტები
სამეგრელო–ზემო სვანეთი,ჩხოროწყუ,2625,2020,,პატარა ქალაქები
სამეგრელო–ზემო სვანეთი,წალენჯიხა,3567,2020,,მუნიციპალიტეტები
სამეგრელო–ზემო სვანეთი,ხობი,3654,2020,,მუნიციპალიტეტები
სამცხე–ჯავახეთი,ადიგენი,2158,2020,,პატარა ქალაქები
სამცხე–ჯავახეთი,ასპინძა,1509,2020,,პატარა ქალაქები
სამცხე–ჯავახეთი,ახალქალაქი,7091,2020,,მაღალმთიანი
სამცხე–ჯავახეთი,ახალციხე,6460,2020,,მუნიციპალიტეტები
სამცხე–ჯავახეთი,ბორჯომი,3568,2020,,მუნიციპალიტეტები
სამცხე–ჯავახეთი,ნინოწმინდა,3909,2020,,მაღალმთიანი
ქვემო ქართლი,რუსთავი,22994,2020,,დიდი ქალაქები
ქვემო ქართლი,ბოლნისი,8140,2020,,მუნიციპალიტეტები
ქვემო ქართლი,გარდაბნი,13255,2020,,დიდი ქალაქები
ქვემო ქართლი,დმანისი,2865,2020,,პატარა ქალაქები
ქვემო ქართლი,თეთრი წყარო,2994,2020,,პატარა ქალაქები
ქვემო ქართლი,მარნეული,19288,2020,,დიდი ქალაქები
ქვემო ქართლი,წალკა,2775,2020,,პატარა ქალაქები
შიდა ქართლი,გორი,19183,2020,,დიდი ქალაქები
შიდა ქართლი,კასპი,5458,2020,,მუნიციპალიტეტები
შიდა ქართლი,ქარელი,5949,2020,,მუნიციპალიტეტები
შიდა ქართლი,ხაშური,7912,2020,,10 ქალაქები
შიდა ქართლი,ერედვი,,2020,,პატარა ქალაქები
შიდა ქართლი,თიღვა,,2020,,პატარა ქალაქები
შიდა ქართლი,ქურთა,,2020,,პატარა ქალაქები
თბილისი,თბილისი,219155,2021,,დედაქალაქი
აფხაზეთის არ,აფხაზეთი,2423,2021,,აფხაზეთი
აჭარის არ,ბათუმი,36592,2021,,დიდი ქალაქები
აჭარის არ,ქედა,2064,2021,,მაღალმთიანი
აჭარის არ,ქობულეთი,12292,2021,,10 ქალაქები
აჭარის არ,შუახევი,1586,2021,,მაღალმთიანი
აჭარის არ,ხელვაჩაური,8169,2021,,10 ქალაქები
აჭარის არ,ხულო,2942,2021,,მაღალმთიანი
გურია,ლანჩხუთი,3717,2021,,მუნიციპალიტეტები
გურია,ოზურგეთი,8356,2021,,10 ქალაქები
გურია,ჩოხატაური,2422,2021,,პატარა ქალაქები
იმერეთი,ქუთაისი,32581,2021,,დიდი ქალაქები
იმერეთი,ტყიბული,2299,2021,,პატარა ქალაქები
იმერეთი,წყალტუბო,5693,2021,,მუნიციპალიტეტები
იმერეთი,ჭიათური,5217,2021,,მუნიციპალიტეტები
იმერეთი,ბაღდათი,2540,2021,,პატარა ქალაქები
იმერეთი,ვანი,2744,2021,,პატარა ქალაქები
იმერეთი,ზესტაფონი,8532,2021,,10 ქალაქები
იმერეთი,თერჯოლა,3773,2021,,მუნიციპალიტეტები
იმერეთი,სამტრედია,6649,2021,,მუნიციპალიტეტები
იმერეთი,საჩხერე,5209,2021,,მუნიციპალიტეტები
იმერეთი,ხარაგაული,2159,2021,,პატარა ქალაქები
იმერეთი,ხონი,3025,2021,,პატარა ქალაქები
კახეთი,ახმეტა,4680,2021,,მუნიციპალიტეტები
კახეთი,გურჯაანი,7162,2021,,მუნიციპალიტეტები
კახეთი,დედოფლისწყარო,2657,2021,,პატარა ქალაქები
კახეთი,თელავი,8694,2021,,10 ქალაქები
კახეთი,ლაგოდეხი,6407,2021,,მუნიციპალიტეტები
კახეთი,საგარეჯო,8392,2021,,მუნიციპალიტეტები
კახეთი,სიღნაღი,3492,2021,,მუნიციპალიტეტები
კახეთი,ყვარლი,3902,2021,,მუნიციპალიტეტები
მცხეთა–მთიანეთი,ახალგორი,,2021,,პატარა ქალაქები
მცხეთა–მთიანეთი,დუშეთი,3273,2021,,მაღალმთიანი
მცხეთა–მთიანეთი,თიანეთი,1082,2021,,პატარა ქალაქები
მცხეთა–მთიანეთი,მცხეთა,7921,2021,,მუნიციპალიტეტები
მცხეთა–მთიანეთი,ყაზბეგი,612,2021,,მაღალმთიანი
რაჭა-ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,1036,2021,,მაღალმთიანი
რაჭა-ლეჩხუმი და ქვემო სვანეთი,ლენტეხი,483,2021,,მაღალმთიანი
რაჭა-ლეჩხუმი და ქვემო სვანეთი,ონი,550,2021,,მაღალმთიანი
რაჭა-ლეჩხუმი და ქვემო სვანეთი,ცაგერი,838,2021,,მაღალმთიანი
სამეგრელო–ზემო სვანეთი,ფოთი,6570,2021,,მუნიციპალიტეტები
სამეგრელო–ზემო სვანეთი,აბაშა,2511,2021,,პატარა ქალაქები
სამეგრელო–ზემო სვანეთი,ზუგდიდი,15365,2021,,დიდი ქალაქები
სამეგრელო–ზემო სვანეთი,მარტვილი,4118,2021,,მუნიციპალიტეტები
სამეგრელო–ზემო სვანეთი,მესტია,1597,2021,,მაღალმთიანი
სამეგრელო–ზემო სვანეთი,სენაკი,5479,2021,,მუნიციპალიტეტები
სამეგრელო–ზემო სვანეთი,ჩხოროწყუ,2621,2021,,პატარა ქალაქები
სამეგრელო–ზემო სვანეთი,წალენჯიხა,3592,2021,,მუნიციპალიტეტები
სამეგრელო–ზემო სვანეთი,ხობი,3755,2021,,მუნიციპალიტეტები
სამცხე–ჯავახეთი,ადიგენი,2128,2021,,პატარა ქალაქები
სამცხე–ჯავახეთი,ასპინძა,1504,2021,,პატარა ქალაქები
სამცხე–ჯავახეთი,ახალქალაქი,7123,2021,,მაღალმთიანი
სამცხე–ჯავახეთი,ახალციხე,6502,2021,,მუნიციპალიტეტები
სამცხე–ჯავახეთი,ბორჯომი,3599,2021,,მუნიციპალიტეტები
სამცხე–ჯავახეთი,ნინოწმინდა,3876,2021,,მაღალმთიანი
ქვემო ქართლი,რუსთავი,23501,2021,,დიდი ქალაქები
ქვემო ქართლი,ბოლნისი,8209,2021,,მუნიციპალიტეტები
ქვემო ქართლი,გარდაბნი,13488,2021,,დიდი ქალაქები
ქვემო ქართლი,დმანისი,2856,2021,,პატარა ქალაქები
ქვემო ქართლი,თეთრი წყარო,2993,2021,,პატარა ქალაქები
ქვემო ქართლი,მარნეული,19833,2021,,დიდი ქალაქები
ქვემო ქართლი,წალკა,2769,2021,,პატარა ქალაქები
შიდა ქართლი,გორი,19580,2021,,დიდი ქალაქები
შიდა ქართლი,კასპი,5562,2021,,მუნიციპალიტეტები
შიდა ქართლი,ქარელი,6030,2021,,მუნიციპალიტეტები
შიდა ქართლი,ხაშური,8043,2021,,10 ქალაქები
შიდა ქართლი,ერედვი,,2021,,პატარა ქალაქები
შიდა ქართლი,თიღვა,,2021,,პატარა ქალაქები
შიდა ქართლი,ქურთა,,2021,,პატარა ქალაქები
თბილისი,თბილისი,224081,2022,,დედაქალაქი
აფხაზეთის არ,აფხაზეთი,2422,2022,,აფხაზეთი
აჭარის არ,ბათუმი,39483,2022,,დიდი ქალაქები
აჭარის არ,ქედა,2021,2022,,მაღალმთიანი
აჭარის არ,ქობულეთი,12460,2022,,10 ქალაქები
აჭარის არ,შუახევი,1448,2022,,მაღალმთიანი
აჭარის არ,ხელვაჩაური,8311,2022,,10 ქალაქები
აჭარის არ,ხულო,2717,2022,,მაღალმთიანი
გურია,ლანჩხუთი,3716,2022,,მუნიციპალიტეტები
გურია,ოზურგეთი,8396,2022,,10 ქალაქები
გურია,ჩოხატაური,2583,2022,,პატარა ქალაქები
იმერეთი,ქუთაისი,33203,2022,,დიდი ქალაქები
იმერეთი,ტყიბული,2271,2022,,პატარა ქალაქები
იმერეთი,წყალტუბო,5669,2022,,მუნიციპალიტეტები
იმერეთი,ჭიათური,5151,2022,,მუნიციპალიტეტები
იმერეთი,ბაღდათი,2503,2022,,პატარა ქალაქები
იმერეთი,ვანი,2776,2022,,პატარა ქალაქები
იმერეთი,ზესტაფონი,8548,2022,,10 ქალაქები
იმერეთი,თერჯოლა,3760,2022,,მუნიციპალიტეტები
იმერეთი,სამტრედია,6665,2022,,მუნიციპალიტეტები
იმერეთი,საჩხერე,5105,2022,,მუნიციპალიტეტები
იმერეთი,ხარაგაული,2125,2022,,პატარა ქალაქები
იმერეთი,ხონი,3053,2022,,პატარა ქალაქები
კახეთი,ახმეტა,4631,2022,,მუნიციპალიტეტები
კახეთი,გურჯაანი,7138,2022,,მუნიციპალიტეტები
კახეთი,დედოფლისწყარო,2696,2022,,პატარა ქალაქები
კახეთი,თელავი,8773,2022,,10 ქალაქები
კახეთი,ლაგოდეხი,6513,2022,,მუნიციპალიტეტები
კახეთი,საგარეჯო,8389,2022,,მუნიციპალიტეტები
კახეთი,სიღნაღი,3471,2022,,მუნიციპალიტეტები
კახეთი,ყვარლი,3936,2022,,მუნიციპალიტეტები
მცხეთა–მთიანეთი,ახალგორი,,2022,,პატარა ქალაქები
მცხეთა–მთიანეთი,დუშეთი,3182,2022,,მაღალმთიანი
მცხეთა–მთიანეთი,თიანეთი,1056,2022,,პატარა ქალაქები
მცხეთა–მთიანეთი,მცხეთა,7962,2022,,მუნიციპალიტეტები
მცხეთა–მთიანეთი,ყაზბეგი,621,2022,,მაღალმთიანი
რაჭა-ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,1041,2022,,მაღალმთიანი
რაჭა-ლეჩხუმი და ქვემო სვანეთი,ლენტეხი,464,2022,,მაღალმთიანი
რაჭა-ლეჩხუმი და ქვემო სვანეთი,ონი,557,2022,,მაღალმთიანი
რაჭა-ლეჩხუმი და ქვემო სვანეთი,ცაგერი,821,2022,,მაღალმთიანი
სამეგრელო–ზემო სვანეთი,ფოთი,6581,2022,,მუნიციპალიტეტები
სამეგრელო–ზემო სვანეთი,აბაშა,2492,2022,,პატარა ქალაქები
სამეგრელო–ზემო სვანეთი,ზუგდიდი,15568,2022,,დიდი ქალაქები
სამეგრელო–ზემო სვანეთი,მარტვილი,4038,2022,,მუნიციპალიტეტები
სამეგრელო–ზემო სვანეთი,მესტია,1605,2022,,მაღალმთიანი
სამეგრელო–ზემო სვანეთი,სენაკი,5469,2022,,მუნიციპალიტეტები
სამეგრელო–ზემო სვანეთი,ჩხოროწყუ,2583,2022,,პატარა ქალაქები
სამეგრელო–ზემო სვანეთი,წალენჯიხა,3520,2022,,მუნიციპალიტეტები
სამეგრელო–ზემო სვანეთი,ხობი,3749,2022,,მუნიციპალიტეტები
სამცხე–ჯავახეთი,ადიგენი,2033,2022,,პატარა ქალაქები
სამცხე–ჯავახეთი,ასპინძა,1505,2022,,პატარა ქალაქები
სამცხე–ჯავახეთი,ახალქალაქი,7062,2022,,მაღალმთიანი
სამცხე–ჯავახეთი,ახალციხე,6457,2022,,მუნიციპალიტეტები
სამცხე–ჯავახეთი,ბორჯომი,3595,2022,,მუნიციპალიტეტები
სამცხე–ჯავახეთი,ნინოწმინდა,3825,2022,,მაღალმთიანი
ქვემო ქართლი,რუსთავი,23701,2022,,დიდი ქალაქები
ქვემო ქართლი,ბოლნისი,8165,2022,,მუნიციპალიტეტები
ქვემო ქართლი,გარდაბნი,13647,2022,,დიდი ქალაქები
ქვემო ქართლი,დმანისი,2874,2022,,პატარა ქალაქები
ქვემო ქართლი,თეთრი წყარო,3013,2022,,პატარა ქალაქები
ქვემო ქართლი,მარნეული,20170,2022,,დიდი ქალაქები
ქვემო ქართლი,წალკა,2683,2022,,პატარა ქალაქები
შიდა ქართლი,გორი,19663,2022,,დიდი ქალაქები
შიდა ქართლი,კასპი,5596,2022,,მუნიციპალიტეტები
შიდა ქართლი,ქარელი,6082,2022,,მუნიციპალიტეტები
შიდა ქართლი,ხაშური,8113,2022,,10 ქალაქები
შიდა ქართლი,ერედვი,,2022,,პატარა ქალაქები
შიდა ქართლი,თიღვა,,2022,,პატარა ქალაქები
შიდა ქართლი,ქურთა,,2022,,პატარა ქალაქები